epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,1091.75,0.73005,0.5021,1.00745,0.91874,0.94263,0.98038,0.64159,1.27471,0.55042,1.38231,9.45814e-05,9.45814e-05,9.45814e-05
183,1097.74,0.74939,0.52302,1.01986,0.90157,0.97402,0.97723,0.63448,1.28482,0.54396,1.38466,9.00819e-05,9.00819e-05,9.00819e-05
184,1103.51,0.7655,0.53163,1.02447,0.91513,0.97635,0.98187,0.64683,1.27501,0.52958,1.36923,8.55823e-05,8.55823e-05,8.55823e-05
185,1109.16,0.75759,0.54102,1.02695,0.94156,0.93111,0.97569,0.63181,1.28686,0.54385,1.389,8.10828e-05,8.10828e-05,8.10828e-05
186,1114.72,0.75033,0.51161,1.01998,0.93701,0.93534,0.97337,0.63206,1.27575,0.54585,1.39295,7.65832e-05,7.65832e-05,7.65832e-05
187,1121.83,0.74284,0.52831,1.02535,0.93208,0.9408,0.97837,0.63239,1.2851,0.5377,1.39087,7.20837e-05,7.20837e-05,7.20837e-05
188,1128.69,0.74252,0.50209,1.01329,0.91794,0.95917,0.98134,0.63902,1.27904,0.52994,1.39084,6.75841e-05,6.75841e-05,6.75841e-05
189,1135.76,0.7435,0.52529,1.02411,0.91893,0.93519,0.9782,0.62782,1.28253,0.54643,1.40159,6.30846e-05,6.30846e-05,6.30846e-05
190,1142.03,0.75127,0.50662,1.02425,0.92568,0.93414,0.97461,0.63312,1.28018,0.54161,1.39237,5.85851e-05,5.85851e-05,5.85851e-05
191,1173.34,0.59576,0.32944,0.94909,0.92704,0.93413,0.97903,0.64063,1.26811,0.54058,1.38304,5.40855e-05,5.40855e-05,5.40855e-05
192,1178.97,0.5908,0.32052,0.95579,0.93654,0.92648,0.97977,0.64577,1.2581,0.53137,1.36862,4.9586e-05,4.9586e-05,4.9586e-05
193,1184.58,0.59526,0.32702,0.95457,0.91936,0.95344,0.97929,0.64601,1.27222,0.52867,1.38427,4.50864e-05,4.50864e-05,4.50864e-05
194,1190.47,0.60079,0.3241,0.96113,0.91996,0.96702,0.98105,0.64162,1.2741,0.52542,1.39306,4.05869e-05,4.05869e-05,4.05869e-05
195,1197.01,0.60245,0.31854,0.95094,0.94095,0.93255,0.98033,0.64379,1.26692,0.52397,1.38192,3.60873e-05,3.60873e-05,3.60873e-05
196,1202.77,0.58617,0.31434,0.93929,0.90905,0.96375,0.98083,0.64371,1.27159,0.52952,1.38289,3.15878e-05,3.15878e-05,3.15878e-05
197,1208.44,0.5756,0.31067,0.94074,0.92324,0.94967,0.9819,0.64297,1.27194,0.52736,1.3829,2.70882e-05,2.70882e-05,2.70882e-05
198,1214.1,0.58416,0.33396,0.95248,0.91056,0.96799,0.98285,0.64225,1.27696,0.52501,1.38728,2.25887e-05,2.25887e-05,2.25887e-05
199,1219.62,0.58611,0.31681,0.94217,0.93338,0.95136,0.98276,0.64126,1.28308,0.52694,1.39599,1.80891e-05,1.80891e-05,1.80891e-05
200,1225.08,0.59841,0.34684,0.96344,0.93829,0.94185,0.98252,0.64193,1.27307,0.52314,1.387,1.35896e-05,1.35896e-05,1.35896e-05
